,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
738,2538,요금쿠폰사용하기,2,T쿠폰,T쿠폰구매방법,,Btv쿠폰,T쿠폰,
739,6033,로밍을 할꺼에요,1,로밍통화요금,로밍중휴대폰기능사용요금,로밍수신요금,T로밍카드,가족로밍,T로밍고객센터
740,6662,낼 납부가능하면 풀어주시나요??,1,과납,부가사용금액,,단말기할부금중도납부방법,,
741,2082,당일 해지,2,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,철회,이동전화해지방법
742,5457,제가 저번에 변경신청해두었는데,1,개명개칭방법,,,Btv시스템설정방법,,
743,6520,아 그럼 이번 미납은 당월분 밖에 없는건가요?,1,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,단말기할부금중도납부방법,단말기잔여할부조회방법,
744,6123,11월 요금납부서를 팩스로 받고 싶어요,1,요금수납내역확인방법,요금부분납부방법,기타요금,각종업무구비서류,이용계약증명서발급방법,
745,2775,집에서 폰이 잘안터져요,2,인터넷전화기전원불량조치방법,,,집전화기파손/고장,Btv인터넷장애조치방법,
746,4879,얼마씩 나가는 요금제인가요?,1,실시간요금상세내역,,,Btv요금제,요금제문의,유선인터넷요금제
747,4845,전화상담 번호가 없는 번호라고 나오던데 연락처 있을까요?,1,휴대폰결제대행사연락처,전화상담사연결,SK텔레콤고객센터운영시간,전화상담사연결,,
748,2251,lg통신사 사용하던  공기계를 얻어 유심변경하였습니다 통화시 3g로 변환되는 문제 해결가능한가요,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,로밍중USIM변경,
749,3070,저는 이용정지 대상자인가요,2,착신금지서비스신청방법,착신금지서비스,고액정보이용료특이정지,정지관련,,
750,4615,기본으로 변경하고 싶어서요,1,휴대폰기기변경방법,중고기기변경방법,단말기교품,컬러링서비스기본음설정방법,원패스VIP기본형,
751,1016,미납요금액은요?,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,과납
752,1264,데이터 쿠폰 내놔,2,T데이터쿠폰사용기간,T데이터쿠폰등록기간,T데이터쿠폰등록방법,Btv쿠폰,T쿠폰,
753,4010,자동으로 로밍되면 카톡도 사용되나요?,2,로밍중휴대폰기능사용요금,로밍통화요금,로밍한사람간통화요금,자동휴대폰결제차단방법,법인폰자동납부내역조회방법,자동휴대폰결제차단해제방법
754,1044,해외사용,2,T로밍청구내역서,로밍한사람간통화요금,로밍중발신번호표시,해외MMS서비스,해외SMS서비스,5G로밍가능국가
755,853,전화량,2,최근사용량확인방법,,,전화관련,,
756,2854,요금을문자로,2,요금수납내역확인방법,과납,,문자메시지서비스,휴대폰문자수발신실패조치방법,MMS
757,4170,10월 미납요금  완납 했는데요 확인요?,2,SKT미납센터연락처,미납이용정지,미납직권해지,요금수납내역확인방법,,
758,3143,상담원요합니다,2,SK텔레콤고객센터운영시간,전화상담사연결,ONEstore고객센터,전화상담사연결,제조사AS센터연락처,SK텔레콤고객센터운영시간
759,927,이용 요금 선결제 하려구여,2,통신과금선결제,통신과금자동선결제신청방법,통신과금선결제이용방법,통신과금선결제이용방법,통신과금선결제,선불폰
760,1252,부가서비스는 어떻게 해서 요금이 나오나요?,2,부가서비스가입내역확인방법,단말보험가입방법,휴대폰보험보상신청방법,부가사용금액,,
761,5066,13일까지 못내면 정지인가요?,1,일시정지,유선일시정지신청/해제방법,일시정지해제방법,정지관련,,
762,1033,7세 아이의 법정대리인으로 등록하고 싶어요,2,법인위임대리인연장신청방법,법인위임대리인신청방법,법인위임대리인,미성년자법정대리인정지,미성년자법정대리인정지신청방법,법인위임대리인
763,621,사이판 로밍,2,0틴플랜스몰,0플랜스몰,T괌사이판요금제잔여량확인,T괌사이판요금제잔여량확인,T괌사이판옵션변경,
764,1847,114센터,2,SK텔레콤고객센터운영시간,타통신사고객센터,전화상담사연결,전화상담사연결,,
765,3931,통화는 아니예요,2,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,전화관련,전화상담사연결,비밀번호통화서비스
766,3897,요금 미납시 어떤 제제를 받나요?,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,과납,휴대폰결제연체가산금
767,3048,미납 가능일 등록,2,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,요금납부일확인방법,,
768,402,1년 약정신청합니다,2,요금약정할인제도,,,데이터결합약정할인신청방법,신규가입구비서류,가입상담예약방법
769,3452,출국시 자동로밍설정해놓았는데 로밍 전화가안되네요?,2,로밍중발신번호표시,로밍한사람간통화요금,T로밍청구내역서,자동휴대폰결제차단방법,자동휴대폰결제차단해제방법,
770,3751,자동납부 인출 기간은 며칠이야?,2,요금납부일확인방법,과납,부가사용금액,법인폰자동납부내역조회방법,자동납부번호확인방법,가족간데이터자동선물발송시점
771,5891,일딴 미납요금 한달치 납부 가능하지요?,1,SKT미납센터연락처,미납이용정지,미납직권해지,단말기할부금중도납부방법,SKT미납센터연락처,미납이용정지
772,1957,인터넷하고싶어,2,유선인터넷접속불가조치방법,,,인터넷관련,퀵보이스,퀵보이스차단서비스
773,2786,이번달 요금 확인해주세요,2,부가사용금액,편의점요금납부,과납,실시간요금상세내역,,
774,4651,소액결제랑정보이용료,1,콘텐츠이용료가능대상,휴대폰결제이용동의신청방법,,결제관련,,
775,4858,정지안되려면,1,일시정지,,,정지관련,유선일시정지신청/해제방법,일시정지
776,1805,내 요금제 변경에 따른 위약금이 혹시 발생할까?,2,프리미엄패스1,가산금,휴대폰결제연체가산금,데이터결합약정할인반환금,장비변상금,선택약정할인제도할인반환금부과대상
777,1838,언제나 상담헤 조서 고마워,2,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,각종업무구비서류,,
778,1261,게임 원할하게 할수있는 인터넷 요금제 알려줘,2,T_광랜인터넷,T플러스B인터넷,T플러스B인터넷신청방법,게임관련,요금제문의,Btv요금제
779,1029,소액결제   한도변경은 어디서할까요,2,휴대폰결제이용가능대상,,,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,법인휴대폰결제이용한도
780,3465,다음달에 정지되는거야?,2,일시정지,유선일시정지신청/해제방법,,정지관련,,
781,4908,컬러링 10웡9일 신청햇고 100원으로 확인했어용,1,컬러링서비스기본음설정방법,컬러링서비스신청방법,원플러스컬러링,컬러링서비스신청방법,컬러링서비스,
782,2099,상세 명세서보내주세요,2,세금계산서신청방법,세금계산서재발행방법,요금수납내역확인방법,각종업무구비서류,요금안내서발행유형자동변경해제방법,요금안내서변경방법
783,5184,아리아 안녕,1,NUGU서비스음성인식기능,BtvAI셋톱박스음성인식불가조치방법,소리샘서비스비밀번호,알버트AI,A.,
784,3942,에이닷을 통해서 통화하면 t전화에서 수신기록이 없는데 이걸 어떻게 해결하죠?,2,T전화음성으로전화하기,T전화스팸기능,T전화모드유지,T전화AI통화녹음,,
785,3503,총납부금액,2,과납,부가사용금액,편의점요금납부,단말기할부금중도납부방법,,
786,644,선택약정 연장하고 싶습니다,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,연장관련,번호변경안내서비스연장방법,분실정지수신기간연장방법
787,5303,납부가 가능한데,1,요금부분납부방법,요금수납내역확인방법,편의점요금납부,결제관련,단말기할부금중도납부방법,편의점요금납부
788,2508,할인약정기간,2,요금약정할인제도,,,T데이터쿠폰사용기간,요금약정할인제도,T로밍카드유효기간
789,5636,미납요금안불했오요,1,SKT해지미납센터연락처,미납직권해지,SKT미납센터연락처,SKT미납센터연락처,미납이용정지,과납
790,2164,미납요금 납부가능일 12월 10일로 등록,2,SKT미납센터연락처,미납이용정지,미납직권해지,요금납부일확인방법,,
791,4191,분실파손 자기부담금,2,휴대폰보험보상신청방법,단말보험해지방법,단말보험가입방법,분실파손보험,,
792,5592,"간편 로그인은 1,000원 이고요",1,휴대폰간편로그인신청방법,휴대폰간편로그인,휴대폰간편로그인해지방법,휴대폰간편로그인,로그인관련,휴대폰간편로그인신청방법
793,6388,11월달 요금이 더  나왔내요,1,과납,부가사용금액,,데이터추가사용방법,,
794,5936,요금 청구서를 이메일로 받고 십습니다,1,MMS,,,이메일상담,요금안내서발행유형자동변경해제방법,이용계약증명서발급방법
795,1564,해외에서 인증이 안되는지,2,로밍중인증문자수신,,,Wavve부가서비스인증방법,인증관련,로밍중인증문자수신
796,1476,두번으로 나누어 납부 가능한가요?,2,부가사용금액,과납,편의점요금납부,TAll케어플러스2,분실파손2,컬러링플러스2
797,2143,미납요금 언제까지 내면돼나요 두달거요?,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,과납,SKT미납센터연락처
798,6058,15일에 10월분 납부가능할까요?,1,부가사용금액,과납,요금납부일확인방법,요금납부일확인방법,,
799,4367,국제전화를안들오게하는방법,2,국제전화사업자선택,국제전화청구주기,국제전화알림Biz레터링,국제전화발신금지,국제전화수신거부서비스,
800,4522,문자 확인했습니다~^^,1,스팸문자,일500건SMS발송량제한,문자메시지서비스,문자메시지서비스,메시지관련,MMS
801,6052,혹시 문자로 발송 가능할까요 ?,1,일500건SMS발송량제한,등기문자,문자메시지서비스,문자메시지서비스,MMS,메시지관련
802,6415,지금 배우자 핫스팟연결해서 겨우 연락드립니다,1,테더링및모바일핫스팟,휴대폰핫스팟연결불가조치방법,,휴대폰핫스팟연결불가조치방법,테더링및모바일핫스팟,
803,3911,통신비 할인카드,2,T멤버십포인트,T멤버십사용내역확인방법,T멤버십포인트유효기간,Btv쿠폰,SK텔레콤할인혜택,
804,2925,오늘납부하게요,2,부가사용금액,과납,편의점요금납부,요금납부일확인방법,단말기할부금중도납부방법,
805,613,앞으로 청구서 보내지 말고 문자으로 보내주세요,2,요금안내서발행유형자동변경해제방법,요금안내서변경방법,요금안내서재발행방법,문자메시지서비스,휴대폰문자수발신실패조치방법,MMS
806,3916,연락처 차단,2,휴대폰결제대행사연락처,SK텔레콤고객센터운영시간,ONEstore고객센터,차단관련,,
807,4869,지금  납부가능하나여,1,요금부분납부방법,요금수납내역확인방법,편의점요금납부,가입비,단말기할부금중도납부방법,결제관련
808,1457,T끼리데이터 자동선믈,2,ZEM플랜요금제,,,Wavve앤데이터,,
809,2662,연락쳐,2,휴대폰결제대행사연락처,ONEstore고객센터,SK텔레콤고객센터운영시간,전화상담사연결,제조사AS센터연락처,
810,1904,바로이용중에 사용 용량변경가능한가요?,2,baroBox잔여량조회,baro요금제잔여량확인,,baroBox옵션변경,,
811,1480,이번호는 해외로밍이자동 인가요?,2,T로밍청구내역서,,,법인폰자동납부내역조회방법,,
812,514,전화왔을시 로밍 안내,2,로밍중전화발신방법,로밍통화요금,로밍한사람간통화요금,T로밍고객센터,T로밍카드고객센터,T로밍카드
813,5496,뭐 그룹을 나눠서 한다는거요,1,가족결합확인방법,요즘가족결합,가족결합상품해지방법,T전화그룹통화,,
814,3390,20고개 하자,2,5G기기변경방법,,,T나는폰교체20,,
815,1340,기본형?,2,휴대폰기기변경방법,,,원패스VIP기본형,컬러링서비스기본음설정방법,
816,2601,해지를  할려고  하는데,2,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,이동전화해지방법,Btv월정액해지방법
817,746,내요금내역조 알려주세요,2,요금수납내역확인방법,요금부분납부방법,편의점요금납부,콘텐츠이용료구매내역확인방법,요금수납내역확인방법,애플콘텐츠이용료결제내역확인방법
818,3765,로밍가능문의,2,로밍한사람간통화요금,로밍통화요금,로밍중휴대폰기능사용요금,T로밍카드,T로밍고객센터,가족로밍
819,445,통화 중에 메모 하려면 어떻게 해야 됩니까?,2,MMS,이메일상담,,메시지관련,,
820,818,결제 이용 차단 해지,2,자동휴대폰결제차단해제방법,휴대폰결제이용제한방법,,차단해제관련,,
821,5599,기업으로 보내주세요,1,타통신사고객센터,전화상담사연결,SK텔레콤고객센터운영시간,각종업무구비서류,퀵보이스,퀵보이스차단서비스
822,2234,패스앱,2,PASS신청방법,PASS,PASS해지방법,PASS,XboxGamePass,XboxGamePass이용방법
823,4527,법인폰이다보니 본인인증이 안되서요 법인 정보 드리면 되나요?,1,법인본인확인비밀번호서비스신청방법,법인본인확인비밀번호서비스,법인본인확인비밀번호서비스이용방법,법인본인확인비밀번호서비스이용방법,법인본인확인비밀번호서비스신청방법,법인본인확인비밀번호서비스
824,1092,당월 요금 말고요 미납 요금 한 달분만 입금하고 싶은데요,2,SKT미납센터연락처,미납이용정지,,단말기할부금중도납부방법,,
825,2381,해외인데 문자 수신이 안된다,2,해외SMS서비스,로밍문자요금,,해외MMS서비스,해외SMS서비스,해외SMS발신금지서비스
826,2083,통화불,2,선불폰,목소리인증,선불폰충전금액별이용기간,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,전화관련
827,5921,별도 표시가 안 되어도 T전화 전용 화면으로 바뀌면서 연결이 되었었어요.,1,T전화모드유지,T전화스팸기능,T전화설정방법,T전화이용방법,T전화,T전화설정방법
828,3645,Wow Sans,2,Wavve코인확인방법,,,BtvSBS월정액,데이터SOS,
829,3855,요금안내서 문자안내,2,요금안내서변경방법,요금안내서발행유형자동변경해제방법,요금안내서재발행방법,문자메시지서비스,메시지관련,MMS
830,6211,포인트확인부탁함니다,1,레인보우포인트사용방법,레인보우포인트,레인보우포인트확인방법,BtvTV포인트,T멤버십T플러스포인트조회방법,BtvB포인트
831,5211,재가입을 하려면 영업장을 방문해야한다는 건가요?,1,영업장위치확인,개통대리점조회방법,행복AS,선택약정할인제도재가입조건,,
832,2927,데이티선물하기,2,T끼리데이터선물하기대상,T끼리데이터선물하기비용,T끼리데이터선물조르기방법,T끼리데이터선물조르기방법,T끼리데이터선물하기비용,T끼리데이터선물하기알림
833,5175,요금 청구서 언제나와여?,1,요금안내서재발행방법,,,요금안내서발행유형자동변경해제방법,각종업무구비서류,
834,3046,청구서빠리문자,2,요금안내서재발행방법,요금안내서변경방법,요금안내서발행유형자동변경해제방법,요금안내서발행유형자동변경해제방법,휴대폰문자수발신실패조치방법,문자메시지서비스
835,953,휴대폰 분실보호해지,2,분실폰찾기단말잠금,분실폰찾기개인정보삭제,분실폰찾기알람,휴대폰보호서비스해지방법,휴대폰번호보호해지방법,고객보호비밀번호서비스해지방법
836,3737,근데 공유기는 어떡해바꿔,2,유선인터넷모뎀공유기,SK유무선공유기Wi-Fi이름암호확인방법,,5G기기변경방법,휴대폰기기변경방법,
837,1832,통신비안심서비스가입취소할겁니다,2,T안심보안신청방법,T안심보안,,T자녀안심해지방법,자동안심T로밍데이터해지,스마트안심쇼핑해지방법
838,539,바로전화모드,2,T전화baro,T전화baro이용방법,,T전화baro이용방법,T전화baro,
839,2470,오늘 휴대폰으로하는 결제 요청했는데 안되넹,2,휴대폰결제이용동의신청방법,휴대폰결제이용가능대상,,결제관련,,
840,416,결제차단해지,2,자동휴대폰결제차단해제방법,휴대폰결제이용제한방법,휴대폰결제이용차단,차단해제관련,휴대폰결제이용제한해제방법,데이터로밍차단해지
841,4054,오늘 납부 가능해요,2,부가사용금액,편의점요금납부,요금수납내역확인방법,요금납부일확인방법,단말기할부금중도납부방법,
842,2074,몇월달  미납요금인가요?,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,
843,6331,안녕하세요 핸드폰 결제한도 조정문의드립니다,1,휴대폰결제이용가능대상,휴대폰결제이용제한방법,자동휴대폰결제차단방법,애플콘텐츠이용료결제이용한도,법인휴대폰결제이용한도,데이터통화료상한제도
844,800,개통 시간 알려주세요,2,철회,,,개통관련,휴대폰개통일확인방법,신규가입구비서류
845,3731,내가 국제전화 안되게 해 놨는데 해지 하려면 어떻게 합니까,2,국제전화알림Biz레터링,국제전화청구주기,국제전화사업자선택,국제전화발신금지,,
846,5670,이건 말고 건강지킴이,1,PASS건강지키미신청방법,PASS건강지키미,PASS건강지키미해지방법,PASS건강지키미,,
847,828,국제전화 발사 사용하기,2,국제전화사업자선택,국제전화알림Biz레터링,국제전화수신거부서비스,국제전화알림Biz레터링,,
848,5906,비트박스이 번호로 전화 한번 내주세요.,1,Btv셋톱박스연동방법,셋톱박스,Btv블루투스연결,T플러스B인터넷,,
849,2348,티브이 방송을 볼수없네요 켤때 체널이안됨,2,Btv실시간채널,,,Btv채널없음조치방법,,
850,4424,문자가 제대로 안 와요,2,일500건SMS발송량제한,등기문자,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
851,3806,선택 약정,2,선택약정할인제도약정기간변경,선택약정할인제도만료문자발송시기,주민등록번호정정,Btv선택,선택약정할인제도가입조건,
852,3241,가입된요금제가 뭔가요?,2,이용계약증명서발급방법,이동전화가입제한,가입상담예약방법,요금제문의,Btv요금제,법인폰현재사용중요금제확인방법
853,5221,납부일자를 바꿀수 있나요,1,요금납부일확인방법,,,요금납부일변경방법,유선요금납부일변경방법,요금납부일확인방법
854,4731,데이터사용량 조회는 어디로들어가야하나요,1,최근사용량확인방법,T로밍음성사용량안내문자차단,T로밍데이터잔여량확인,자녀데이터사용량조회방법,최근사용량확인방법,
855,5612,월정액 얼마인가요?,1,Btv지상파월정액,,,Btv월정액,,
856,4809,남은 쿠폰 주셔요,1,T데이터쿠폰잔액조회방법,T데이터쿠폰사용기간,T쿠폰,T쿠폰잔액조회방법,T데이터쿠폰잔액조회방법,
857,1250,사업자회선,2,세금계산서신청방법,세금계산서재발행방법,,Tworld회선관리,,
858,3110,계약상내용과현재사용 내용이 다르지만 불편을 참고 해지방법을 찾고있어요,2,요금약정할인제도,,,데이터결합약정할인해지방법,예상해지금액,가족결합상품해지방법
859,1406,연락처  동기화,2,휴대폰결제대행사연락처,SK텔레콤고객센터운영시간,ONEstore고객센터,연동관련,Btv셋톱박스연동방법,
860,3395,상당사 연결,2,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,타통신사고객센터,,
861,907,납부할금액??,2,과납,휴대폰결제연체가산금,가산금,결제관련,단말기할부금중도납부방법,
862,1986,그 휴대폰,2,내휴대폰기종확인,단말기교품,,휴대폰관련,휴대폰기기변경방법,아이폰관련
863,4218,쿠폰등록,2,T데이터쿠폰등록방법,T데이터쿠폰등록기간,T데이터쿠폰사용기간,T쿠폰등록방법,T데이터쿠폰등록방법,
864,2864,t전화 이용,2,T전화이용방법,T전화,T전화아이폰,T전화,T_인터넷전화,T전화이용방법
865,2401,약정 만기에대하여,2,요금약정할인제도,,,T데이터쿠폰사용기간,,
866,3161,왜전화가 안옵니까,2,T전화음성으로전화하기,T전화모드유지,T전화스팸기능,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,전화관련
867,3757,태블릿 전화연결,2,태블릿번호확인방법,,,연결관련,전화관련,Btv블루투스연결
868,5360,저는 모르는 휴대전화번호같아서요,1,다른번호문의,,,단말기일련번호확인방법,T멤버십카드번호확인방법,
869,2282,휴대폰 결제 목록 알려주셔요,2,휴대폰결제이용가능대상,,,콘텐츠이용료구매내역확인방법,요금수납내역확인방법,애플콘텐츠이용료결제내역확인방법
870,384,지금 확인필요,2,데이터리필하기데이터음성사용기간,데이터리필하기문자통보,데이터리필하기데이터공유가능여부,조회관련,퀵보이스,퀵보이스차단서비스
871,6406,상담하려합니다,1,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
872,2265,문자 전송 안됨,2,일500건SMS발송량제한,등기문자,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
873,4575,나머지 금액은 19일까지 납부하라하셔서,1,요금납부일확인방법,부가사용금액,과납,단말기할부금중도납부방법,,
874,3170,워치 유심 등록 문의드립니다,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,USIM카드구매방법,로밍중USIM변경
875,3927,9월달 요금,2,부가사용금액,편의점요금납부,과납,TTab9,T아이폰파손9,
876,3892,상대방 이 수신거절시 메시지나 상대방 이 수신돼는지요?,2,문자매니저,등기문자,문자메시지서비스,SMS수신거부,,
877,4648,T플랜 안심이 무슨 뜻 입니까,1,T플랜안심4G,자동안심T로밍,T플랜안심2.5G,T안심보안,,
878,2299,전화 수발신이 안되는것도 상담 가능한가요?,2,집전화잡음묵음조치방법,,,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,T전화오류문의
879,5455,지금남은것 한달이 9일인가,1,요금납부일확인방법,부가사용금액,실시간요금상세내역,일자별잔여통화안내,,
880,6263,혹시 제가미납된금액을 다냇어요,1,부가사용금액,편의점요금납부,,단말기할부금중도납부방법,해지미환급금조회방법,과납
881,5438,문자도받을 수 있나요?,1,문자매니저,문자메시지서비스,등기문자,문자메시지서비스,MMS,메시지관련
882,4040,baro 요금제 지금 한달 29000원짜리쓰고있는데 3g가짜리 가장높은게얼마지,2,T전화baro,T전화baro이용방법,baroYT요금제,baro3GB,baro4GB ,
883,4681,사용금액,1,실시간요금상세내역,휴대폰결제연체가산금,가산금,부가사용금액,,
884,2492,녹음 되는 사람,2,T전화녹음파일확인방법,T전화통화녹음기능,,T전화통화녹음기능,T전화녹음파일확인방법,영상통화관련
885,2217,요금이 많이 나와요,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,부가사용금액,,
886,5730,부가서비스 설정을 집에서 하려면 어디로 들어가야 하나요?,1,부가서비스가입내역확인방법,,,Btv사용자맞춤설정방법,Btv시스템설정방법,Btv화면음향설정방법
887,2939,아니 벌써 당월 요금이 청구 되나요,2,부가사용금액,,,요금납부일확인방법,휴대폰개통일확인방법,
888,1366,나의 로밍 요금제,2,로밍통화요금,로밍요금확인시점,로밍수신요금,T로밍카드,T로밍카드종류,
889,1316,친구에게 선물하기,2,T끼리데이터선물하기연령,가족간데이터자동선물하기,T끼리데이터선물하기대상,T끼리데이터선물하기대상,T끼리데이터선물조르기방법,T끼리데이터선물하기알림
890,2124,전화시간 추가돼??,2,실시간요금상세내역,,,T끼리온가족할인제도가족추가,데이터추가사용방법,추가관련
891,1421,리필크펀 무료로 주셈,2,데이터리필하기데이터공유가능여부,데이터리필하기mVoIP사용가능여부,데이터리필하기쿠폰과안심옵션중복사용,데이터리필하기쿠폰제공,데이터리필하기사용방법,데이터리필하기mVoIP사용가능여부
892,3600,가입해지문의,2,이동전화가입제한,이용계약증명서발급방법,가입상담예약방법,이동전화해지방법,Btv월정액해지방법,단말보험해지방법
893,1475,선불요금9900원빠졌는데,2,선불폰,선불폰충전금액별이용기간,선불폰충전취소방법,선불폰충전방법,선불폰,선불폰충전금액별이용기간
894,381,전화번호 차단하는법이 뭐더래,2,개별통화수신거부,개별통화수신거부이용방법,개별통화수신거부신청방법,차단관련,무선인터넷차단,
895,2639,휴대폰 결제 막아놓은 거 풀려고해요,2,휴대폰결제취소방법,자동휴대폰결제차단해제방법,,휴대폰결제이용제한해제방법,휴대폰결제이용제한방법,휴대폰결제이용차단
896,966,듀얼번호 하고싶어요,2,넘버플러스2신청방법,넘버플러스2,넘버플러스2번호확인방법,TAll케어플러스2,넘버플러스2,컬러링플러스2
897,4841,01064**63** 01071**63**으로  각 5천원씩 요금이 부과되고있는데 이게 무엇인지 모르겠어요,1,선불폰충전금액별이용기간,선불폰,선불폰충전취소방법,무료음성64,,
898,820,통화 시간도 선물할 수있어?,2,T끼리데이터선물하기연령,가족간데이터자동선물하기,T끼리데이터선물조르기방법,T끼리데이터선물하기알림,T끼리데이터선물조르기방법,T끼리데이터선물하기대상
899,3642,외국에서도 사용가능한지요?,2,로밍통화요금,로밍한사람간통화요금,로밍중휴대폰기능사용요금,해외SMS서비스,5G로밍가능국가,해외MMS서비스
900,6561,휴대폰 분실보호써비스 해지해주세요,1,분실폰찾기개인정보삭제,분실폰찾기알람,분실정지해제방법,고객보호비밀번호서비스해지방법,휴대폰보호서비스해지방법,휴대폰번호보호해지방법
901,2634,로밍 할려고요,2,로밍중휴대폰기능사용요금,데이터로밍요금,로밍수신요금,T로밍카드,T로밍고객센터,가족로밍
902,399,10일날잔액가능합니다,2,일자별잔여통화안내신청방법,일자별잔여통화안내,일자별잔여통화안내날짜변경방법,단말기잔여할부조회방법,,
903,3644,서비스센터,2,SK텔레콤고객센터운영시간,타통신사고객센터,제조사AS센터연락처,제조사AS센터연락처,유선A/S방문일정,NUGU서비스디바이스AS센터
904,1852,아니 약정 만료,2,요금약정할인제도,,,T데이터쿠폰사용기간,,
905,3246,요금 이중 으로 빠졌는데,2,과납,부가사용금액,편의점요금납부,컬러링플러스2,TAll케어플러스2,선택약정할인중복가입가능상품
906,5170,이전사용자가계속이번호로사용하고있는것겉습니다,1,개명개칭방법,,,선택약정할인제도승계조건,,
907,1479,로밍 이용방법을 알고 싶어요,2,로밍중전화발신방법,로밍중휴대폰기능사용요금,로밍통화요금,T로밍카드,T로밍고객센터,로밍중LTE데이터이용방법
908,442,내가쓴 데이터 잔여량알려줘,2,최근사용량확인방법,,,자녀데이터사용량조회방법,baro요금제잔여량확인,T데이터쿠폰잔액조회방법
909,1527,요금명세세발송,2,세금계산서재발행방법,세금계산서신청방법,요금부분납부방법,이용계약증명서발급방법,T로밍청구내역서,각종업무구비서류
910,3026,로밍하고싶어요,2,로밍중휴대폰기능사용요금,로밍중전화발신방법,로밍통화요금,T로밍카드,T로밍고객센터,가족로밍
911,1118,문자도용,2,문자매니저,스팸문자,문자메시지서비스,번호도용문자차단,,
912,1822,문자발송이400건초과돼서요,2,일500건SMS발송량제한,등기문자,문자메시지서비스,TAll케어플러스2파손40,,
913,4073,문자전송이안됨니다,2,일500건SMS발송량제한,문자메시지서비스,문자매니저,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
914,1042,인증서가 오지 안습니다,2,휴대폰인증서서비스,공동인증서등록방법,휴대폰인증서서비스해지방법,유선인터넷웹보안인증서문제조치방법,휴대폰인증서서비스,공동인증서등록방법
915,5393,지금은 발신만 정지인가요,1,발신금지서비스신청방법,발신금지서비스,발신금지서비스해지방법,발신금지서비스,,
